Group,GroupSize,HomePlanet,CryoSleep,Destination,Age,VIP,Deck,Num,Side,Transported,TotalSpending
2738,1,Mars,False,TRAPPIST-1e,29.0,False,E,187,S,False,1049.0
2739,1,Earth,True,PSO J318.5-22,38.0,False,G,442,P,True,0.0
2740,1,Earth,False,TRAPPIST-1e,19.0,False,E,163,P,True,505.0
2741,1,Mars,False,TRAPPIST-1e,43.0,False,E,164,P,False,1298.0
2743,1,Earth,False,TRAPPIST-1e,15.0,False,F,528,S,False,759.0
2745,1,Mars,False,TRAPPIST-1e,31.0,False,F,568,P,False,1821.0
2746,1,Mars,False,TRAPPIST-1e,52.0,False,F,569,P,False,1119.0
2747,1,Mars,False,TRAPPIST-1e,49.0,False,F,570,P,True,0.0
2748,1,Earth,False,55 Cancri e,29.0,False,F,529,S,True,691.0
2750,1,Earth,False,TRAPPIST-1e,18.0,False,F,571,P,True,790.0
2751,1,Mars,True,55 Cancri e,41.0,False,F,530,S,True,0.0
2752,3,Earth,False,TRAPPIST-1e,9.0,False,G,444,P,False,0.0
2752,3,Earth,True,PSO J318.5-22,29.0,False,G,444,P,False,0.0
2752,3,Earth,False,TRAPPIST-1e,58.0,False,E,165,P,True,840.0
2753,1,Earth,False,PSO J318.5-22,39.0,False,E,188,S,False,907.0
2754,1,Earth,False,TRAPPIST-1e,13.0,False,E,166,P,False,986.0
2755,1,Europa,True,55 Cancri e,36.0,False,B,85,P,True,0.0
2756,1,Mars,False,55 Cancri e,23.0,False,F,572,P,False,1141.0
2758,1,Earth,True,PSO J318.5-22,24.0,False,G,446,P,True,0.0
2759,1,Earth,False,TRAPPIST-1e,33.0,False,E,167,P,False,994.0
2760,3,Earth,True,TRAPPIST-1e,18.0,False,G,438,S,False,0.0
2760,3,Earth,True,TRAPPIST-1e,2.0,False,G,438,S,False,0.0
2760,3,Earth,True,TRAPPIST-1e,0.0,False,G,438,S,True,0.0
2762,2,Earth,False,TRAPPIST-1e,36.0,False,G,439,S,False,885.0
2762,2,Earth,False,55 Cancri e,15.0,False,G,439,S,False,444.0
2763,1,Earth,False,TRAPPIST-1e,31.0,False,E,168,P,True,859.0
2764,1,Earth,False,TRAPPIST-1e,42.0,False,E,189,S,True,1588.0
2765,1,Mars,False,TRAPPIST-1e,27.0,False,F,532,S,False,1503.0
2768,3,Earth,False,TRAPPIST-1e,36.0,False,F,533,S,True,133.0
2768,3,Earth,False,TRAPPIST-1e,0.0,False,G,442,S,False,0.0
2768,3,Earth,True,TRAPPIST-1e,3.0,False,G,442,S,False,0.0
2769,1,Earth,False,PSO J318.5-22,22.0,False,F,573,P,False,1029.0
2770,1,Earth,False,TRAPPIST-1e,56.0,False,G,443,S,False,1817.0
2772,1,Earth,False,TRAPPIST-1e,23.0,False,G,444,S,False,757.0
2773,1,Mars,False,TRAPPIST-1e,25.0,False,D,94,S,False,1056.0
2774,3,Earth,False,TRAPPIST-1e,29.0,False,F,575,P,False,703.0
2774,3,Earth,False,TRAPPIST-1e,17.0,False,F,575,P,False,1226.0
2774,3,Earth,False,TRAPPIST-1e,13.0,False,F,575,P,False,967.0
2778,2,Mars,False,TRAPPIST-1e,35.0,0.0,D,82,P,True,2715.0
2778,2,Mars,True,55 Cancri e,53.0,False,F,576,P,True,0.0
2780,1,Earth,False,TRAPPIST-1e,24.0,False,F,578,P,False,716.0
2781,1,Earth,True,TRAPPIST-1e,38.0,False,G,447,P,False,0.0
2783,2,Europa,True,55 Cancri e,21.0,False,D,83,P,True,0.0
2783,2,Europa,False,55 Cancri e,29.0,False,D,83,P,False,3029.0
2784,1,Earth,False,TRAPPIST-1e,46.0,False,G,448,P,True,1721.0
2785,1,Europa,True,TRAPPIST-1e,58.0,False,C,102,S,True,0.0
2786,1,Earth,False,PSO J318.5-22,53.0,False,E,190,S,True,689.0
2787,1,Earth,False,55 Cancri e,21.0,False,F,535,S,False,1176.0
2788,1,Earth,True,PSO J318.5-22,27.0,False,G,449,P,False,0.0
2789,1,Earth,True,TRAPPIST-1e,31.0,False,G,450,P,False,0.0
2790,5,Europa,True,55 Cancri e,23.0,0.0,B,86,P,True,0.0
2790,5,Europa,False,55 Cancri e,41.0,False,B,86,P,False,6017.0
2790,5,Europa,False,TRAPPIST-1e,29.0,False,B,86,P,False,2341.0
2790,5,Europa,False,55 Cancri e,54.0,False,B,86,P,False,4726.0
2790,5,Europa,False,55 Cancri e,43.0,False,B,86,P,True,10859.0
2792,1,Earth,True,PSO J318.5-22,36.0,False,G,446,S,True,0.0
2793,1,Earth,False,TRAPPIST-1e,48.0,False,E,169,P,True,872.0
2795,2,Europa,False,TRAPPIST-1e,34.0,False,C,103,S,True,5687.0
2795,2,Europa,False,TRAPPIST-1e,42.0,False,C,103,S,False,4095.0
2796,1,Earth,False,55 Cancri e,17.0,False,F,536,S,False,863.0
2797,1,Earth,False,TRAPPIST-1e,22.0,False,F,580,P,False,1345.0
2798,2,Europa,False,TRAPPIST-1e,37.0,False,A,23,P,False,3527.0
2798,2,Europa,True,55 Cancri e,38.0,False,A,23,P,True,0.0
2799,2,Earth,False,TRAPPIST-1e,21.0,False,G,447,S,False,884.0
2799,2,Earth,True,PSO J318.5-22,23.0,False,G,447,S,True,0.0
2801,1,Europa,False,TRAPPIST-1e,27.0,False,B,87,P,False,17529.0
2802,1,Earth,False,TRAPPIST-1e,23.0,False,F,581,P,True,2735.0
2805,1,Earth,False,TRAPPIST-1e,19.0,False,F,582,P,False,634.0
2806,1,Mars,False,TRAPPIST-1e,28.0,False,D,95,S,False,1182.0
2807,3,Earth,False,TRAPPIST-1e,33.0,False,E,171,P,False,996.0
2807,3,Earth,True,PSO J318.5-22,24.0,False,G,452,P,False,0.0
2807,3,Earth,True,TRAPPIST-1e,0.0,False,G,452,P,True,0.0
2809,1,Earth,True,TRAPPIST-1e,41.0,False,G,453,P,True,0.0
2810,1,Earth,True,TRAPPIST-1e,19.0,False,G,454,P,False,0.0
2811,1,Earth,False,TRAPPIST-1e,44.0,False,F,537,S,False,871.0
2812,1,Mars,False,55 Cancri e,43.0,False,F,538,S,True,1307.0
2813,1,Earth,True,TRAPPIST-1e,14.0,False,G,449,S,True,0.0
2814,1,Mars,True,PSO J318.5-22,18.0,False,G,455,P,True,0.0
2817,1,Earth,False,TRAPPIST-1e,25.0,False,F,584,P,False,1159.0
2818,3,Mars,False,TRAPPIST-1e,0.0,False,F,585,P,True,0.0
2818,3,Mars,True,55 Cancri e,4.0,False,F,585,P,True,0.0
2818,3,Mars,False,TRAPPIST-1e,24.0,False,F,585,P,True,1148.0
2819,1,Earth,False,TRAPPIST-1e,38.0,False,F,586,P,False,716.0
2820,1,Earth,True,TRAPPIST-1e,44.0,False,G,457,P,True,0.0
2821,1,Earth,True,55 Cancri e,57.0,False,G,458,P,True,0.0
2822,5,Earth,True,55 Cancri e,3.0,False,G,450,S,True,0.0
2822,5,Earth,True,TRAPPIST-1e,5.0,0.0,G,450,S,False,0.0
2822,5,Earth,True,55 Cancri e,3.0,False,G,450,S,True,0.0
2822,5,Earth,True,55 Cancri e,18.0,False,G,450,S,True,0.0
2822,5,Earth,True,TRAPPIST-1e,8.0,False,G,450,S,False,0.0
2823,1,Mars,True,TRAPPIST-1e,21.0,False,F,587,P,True,0.0
2824,1,Europa,True,55 Cancri e,35.0,False,C,104,S,True,0.0
2825,1,Mars,False,TRAPPIST-1e,47.0,False,F,539,S,True,0.0
2826,2,Europa,False,55 Cancri e,28.0,False,C,96,P,False,4863.0
2826,2,Europa,False,TRAPPIST-1e,49.0,False,C,96,P,False,13012.0
2831,2,Europa,False,TRAPPIST-1e,23.0,False,D,86,P,True,2798.0
2831,2,Europa,False,TRAPPIST-1e,19.0,False,D,86,P,False,2141.0
2832,1,Earth,False,TRAPPIST-1e,34.0,False,E,173,P,False,787.0
2834,1,Europa,False,TRAPPIST-1e,40.0,True,C,105,S,True,3511.0
2835,1,Europa,False,55 Cancri e,26.0,True,A,24,P,False,5792.0
2837,1,Earth,False,PSO J318.5-22,23.0,False,F,588,P,False,1922.0
2838,1,Mars,False,TRAPPIST-1e,22.0,False,E,174,P,False,0.0
2839,1,Europa,False,TRAPPIST-1e,51.0,False,C,107,S,True,4082.0
2840,1,Earth,False,55 Cancri e,44.0,False,F,540,S,False,692.0
2843,1,Mars,False,TRAPPIST-1e,50.0,False,E,175,P,False,1014.0
2846,1,Earth,True,TRAPPIST-1e,28.0,False,G,452,S,True,0.0
2847,1,Earth,True,TRAPPIST-1e,13.0,False,G,464,P,True,0.0
2852,1,Earth,False,TRAPPIST-1e,21.0,False,G,465,P,False,620.0
2853,1,Earth,False,TRAPPIST-1e,20.0,False,F,544,S,True,924.0
2854,1,Earth,False,55 Cancri e,14.0,False,F,591,P,False,1515.0
2856,1,Europa,False,55 Cancri e,38.0,False,C,108,S,False,5064.0
2857,1,Earth,False,PSO J318.5-22,29.0,False,F,545,S,False,671.0
2858,3,Europa,True,TRAPPIST-1e,36.0,False,C,109,S,True,0.0
2858,3,Europa,True,TRAPPIST-1e,16.0,False,C,109,S,True,0.0
2858,3,Europa,True,TRAPPIST-1e,40.0,False,C,109,S,True,0.0
2859,1,Europa,True,55 Cancri e,29.0,False,C,98,P,True,0.0
2860,1,Earth,False,PSO J318.5-22,18.0,False,F,546,S,True,1306.0
2861,1,Earth,False,TRAPPIST-1e,17.0,False,F,547,S,True,761.0
2862,1,Mars,True,TRAPPIST-1e,32.0,False,E,193,S,True,0.0
2863,1,Earth,False,TRAPPIST-1e,27.0,False,G,466,P,False,852.0
2865,2,Mars,False,TRAPPIST-1e,34.0,False,D,88,P,False,3015.0
2865,2,Mars,False,TRAPPIST-1e,53.0,False,D,88,P,True,962.0
2866,1,Europa,True,TRAPPIST-1e,36.0,True,C,110,S,True,0.0
2867,2,Mars,False,TRAPPIST-1e,41.0,False,D,89,P,False,1719.0
2867,2,Mars,False,TRAPPIST-1e,51.0,False,E,176,P,False,953.0
2869,1,Earth,True,PSO J318.5-22,61.0,False,G,467,P,True,0.0
2870,1,Earth,False,TRAPPIST-1e,59.0,False,G,454,S,True,922.0
2871,2,Europa,True,TRAPPIST-1e,17.0,False,B,88,P,True,0.0
2871,2,Europa,True,TRAPPIST-1e,27.0,False,B,88,P,True,0.0
2872,1,Earth,False,PSO J318.5-22,57.0,False,G,455,S,True,1798.0
2873,1,Mars,False,55 Cancri e,39.0,False,E,194,S,False,2150.0
2875,1,Europa,True,55 Cancri e,55.0,False,B,107,S,True,0.0
2876,1,Earth,False,TRAPPIST-1e,42.0,False,G,456,S,False,852.0
2877,1,Earth,False,TRAPPIST-1e,36.0,False,F,592,P,False,803.0
2878,1,Mars,False,TRAPPIST-1e,42.0,False,F,593,P,True,3701.0
2880,1,Earth,True,PSO J318.5-22,32.0,False,G,468,P,False,0.0
2881,1,Earth,False,55 Cancri e,6.0,False,G,457,S,False,0.0
2882,1,Earth,True,TRAPPIST-1e,15.0,False,G,458,S,False,0.0
2883,1,Earth,False,TRAPPIST-1e,28.0,False,F,595,P,True,1375.0
2884,1,Mars,False,TRAPPIST-1e,37.0,False,D,90,P,False,912.0
2887,1,Earth,False,TRAPPIST-1e,44.0,False,G,459,S,False,809.0
2888,1,Mars,False,TRAPPIST-1e,71.0,True,F,597,P,False,2599.0
2890,2,Europa,False,TRAPPIST-1e,44.0,False,B,89,P,False,3801.0
2890,2,Europa,True,TRAPPIST-1e,36.0,False,B,89,P,True,0.0
2891,1,Earth,False,TRAPPIST-1e,18.0,False,G,460,S,False,909.0
2892,5,Earth,False,PSO J318.5-22,3.0,False,G,469,P,True,0.0
2892,5,Earth,True,55 Cancri e,12.0,False,G,469,P,False,0.0
2892,5,Earth,True,55 Cancri e,0.0,False,G,469,P,True,0.0
2892,5,Earth,False,TRAPPIST-1e,29.0,False,F,598,P,False,1311.0
2892,5,Earth,False,TRAPPIST-1e,9.0,False,G,469,P,False,0.0
2893,1,Earth,False,55 Cancri e,27.0,False,G,470,P,False,1793.0
2894,1,Earth,False,PSO J318.5-22,24.0,False,F,599,P,False,688.0
2897,1,Earth,False,TRAPPIST-1e,38.0,False,G,461,S,True,845.0
2899,1,Mars,False,TRAPPIST-1e,28.0,False,F,600,P,False,1493.0
2900,1,Mars,True,TRAPPIST-1e,26.0,False,G,528,P,True,0.0
2901,2,Earth,False,TRAPPIST-1e,16.0,False,F,601,P,False,1001.0
2901,2,Earth,False,PSO J318.5-22,24.0,False,F,601,P,True,734.0
2902,1,Earth,False,TRAPPIST-1e,33.0,False,G,471,P,False,883.0
2905,1,Earth,False,55 Cancri e,24.0,False,G,462,S,False,489.0
2906,1,Earth,False,TRAPPIST-1e,29.0,False,G,463,S,False,812.0
2907,1,Earth,False,TRAPPIST-1e,25.0,False,F,552,S,True,2019.0
2908,2,Earth,False,TRAPPIST-1e,0.0,False,G,464,S,False,0.0
2908,2,Earth,False,TRAPPIST-1e,13.0,False,F,553,S,False,918.0
2909,1,Earth,True,55 Cancri e,7.0,False,G,473,P,False,0.0
2910,1,Earth,False,PSO J318.5-22,32.0,False,F,602,P,False,736.0
2912,1,Mars,True,TRAPPIST-1e,34.0,False,E,178,P,False,0.0
2913,1,Mars,False,TRAPPIST-1e,49.0,False,F,603,P,False,2597.0
2919,3,Mars,False,TRAPPIST-1e,43.0,False,D,96,S,True,2708.0
2919,3,Mars,False,TRAPPIST-1e,0.0,False,F,555,S,True,0.0
2919,3,Mars,True,TRAPPIST-1e,6.0,False,F,555,S,True,0.0
2920,1,Earth,False,TRAPPIST-1e,23.0,False,F,606,P,True,748.0
2925,2,Mars,False,TRAPPIST-1e,43.0,False,F,609,P,True,1158.0
2925,2,Mars,True,55 Cancri e,23.0,False,F,609,P,True,0.0
2926,1,Mars,False,TRAPPIST-1e,43.0,False,G,1482,P,False,1505.0
2927,1,Mars,True,55 Cancri e,41.0,False,F,611,P,True,0.0
2928,3,Europa,False,55 Cancri e,54.0,True,B,92,P,False,3701.0
2928,3,Europa,True,TRAPPIST-1e,51.0,False,B,92,P,True,0.0
2928,3,Europa,True,TRAPPIST-1e,44.0,False,B,92,P,True,0.0
2929,1,Earth,True,PSO J318.5-22,48.0,False,G,467,S,True,0.0
2930,1,Earth,False,TRAPPIST-1e,45.0,False,G,474,P,False,882.0
2934,1,Earth,False,PSO J318.5-22,20.0,False,F,557,S,False,689.0
2935,1,Europa,False,TRAPPIST-1e,33.0,False,T,2,P,False,7412.0
2936,1,Earth,False,TRAPPIST-1e,21.0,False,G,468,S,False,446.0
2938,1,Europa,True,TRAPPIST-1e,68.0,False,C,100,P,True,0.0
2940,1,Earth,False,PSO J318.5-22,23.0,False,F,615,P,True,683.0
2941,1,Earth,False,TRAPPIST-1e,16.0,False,G,477,P,False,754.0
2942,1,Earth,False,TRAPPIST-1e,35.0,False,F,558,S,False,879.0
2943,1,Earth,True,TRAPPIST-1e,22.0,False,G,478,P,False,0.0
2944,4,Earth,False,TRAPPIST-1e,51.0,False,F,559,S,False,802.0
2944,4,Earth,False,PSO J318.5-22,2.0,False,G,469,S,False,0.0
2944,4,Earth,True,55 Cancri e,29.0,False,G,469,S,False,0.0
2944,4,Earth,False,TRAPPIST-1e,0.0,False,G,469,S,True,0.0
2945,1,Earth,True,55 Cancri e,39.0,False,G,479,P,True,0.0
2948,1,Europa,False,TRAPPIST-1e,55.0,False,C,112,S,True,3675.0
2949,1,Earth,True,TRAPPIST-1e,22.0,False,G,482,P,False,0.0
2950,1,Earth,False,TRAPPIST-1e,20.0,False,F,617,P,False,689.0
2953,1,Earth,False,55 Cancri e,25.0,False,E,179,P,True,643.0
2954,1,Earth,False,55 Cancri e,18.0,False,F,619,P,True,652.0
2956,1,Earth,False,PSO J318.5-22,28.0,False,G,470,S,False,1833.0
2958,1,Earth,False,TRAPPIST-1e,26.0,False,F,561,S,False,3137.0
2959,1,Earth,False,PSO J318.5-22,28.0,False,F,620,P,False,1548.0
2960,1,Earth,False,TRAPPIST-1e,54.0,False,F,562,S,False,0.0
2961,1,Earth,False,TRAPPIST-1e,56.0,False,F,621,P,False,778.0
2962,1,Mars,False,TRAPPIST-1e,25.0,False,E,180,P,False,1360.0
2964,1,Europa,False,TRAPPIST-1e,26.0,False,A,35,S,False,11481.0
2965,1,Earth,False,TRAPPIST-1e,14.0,False,F,622,P,False,970.0
2966,1,Earth,False,TRAPPIST-1e,21.0,False,E,181,P,True,826.0
2968,1,Earth,True,TRAPPIST-1e,43.0,False,G,485,P,True,0.0
2969,1,Earth,False,TRAPPIST-1e,37.0,False,G,486,P,False,807.0
2970,1,Earth,False,TRAPPIST-1e,29.0,False,F,1615,S,False,829.0
2971,1,Europa,False,TRAPPIST-1e,38.0,False,T,3,P,True,3164.0
2972,1,Earth,False,TRAPPIST-1e,14.0,False,E,182,P,True,1632.0
2975,1,Earth,True,PSO J318.5-22,20.0,False,F,564,S,False,595.0
2979,1,Europa,False,TRAPPIST-1e,33.0,False,B,93,P,False,0.0
2982,1,Europa,True,55 Cancri e,33.0,False,B,111,S,True,0.0
2983,1,Earth,False,TRAPPIST-1e,13.0,False,E,183,P,True,841.0
2984,1,Europa,False,TRAPPIST-1e,37.0,False,D,97,S,False,4324.0
2986,1,Mars,False,TRAPPIST-1e,15.0,False,E,197,S,False,9597.0
2988,1,Europa,False,55 Cancri e,33.0,False,A,36,S,False,6932.0
2990,1,Earth,True,PSO J318.5-22,24.0,False,G,472,S,True,0.0
2992,1,Earth,False,PSO J318.5-22,49.0,False,F,570,S,False,688.0
2993,1,Earth,False,TRAPPIST-1e,24.0,False,F,571,S,False,2087.0
2994,1,Earth,False,TRAPPIST-1e,24.0,False,E,198,S,False,790.0
2995,2,Europa,True,55 Cancri e,26.0,False,B,94,P,True,0.0
2995,2,Europa,True,55 Cancri e,40.0,False,B,94,P,True,0.0
2996,1,Earth,False,55 Cancri e,31.0,False,F,626,P,False,639.0
2998,1,Europa,False,TRAPPIST-1e,47.0,False,C,113,S,True,5676.0
3000,1,Earth,False,TRAPPIST-1e,19.0,False,F,627,P,False,737.0
3001,2,Europa,False,55 Cancri e,38.0,True,C,101,P,False,6361.0
3001,2,Europa,False,55 Cancri e,33.0,False,C,101,P,True,3310.0
3003,1,Europa,True,TRAPPIST-1e,45.0,False,C,114,S,True,0.0
3004,2,Earth,True,TRAPPIST-1e,1.0,False,G,473,S,True,0.0
3004,2,Earth,False,TRAPPIST-1e,32.0,False,F,572,S,False,797.0
3005,1,Mars,True,TRAPPIST-1e,70.0,False,F,573,S,True,0.0
3006,1,Earth,False,PSO J318.5-22,19.0,False,G,474,S,False,755.0
3009,1,Mars,True,PSO J318.5-22,55.0,False,E,185,P,True,0.0
3010,1,Europa,False,TRAPPIST-1e,48.0,False,B,96,P,False,16113.0
3012,1,Earth,False,TRAPPIST-1e,66.0,False,G,475,S,False,1194.0
3013,1,Earth,False,TRAPPIST-1e,13.0,False,F,629,P,False,872.0
3014,1,Europa,False,55 Cancri e,40.0,False,C,115,S,False,8056.0
3015,1,Earth,False,TRAPPIST-1e,35.0,False,E,199,S,True,1624.0
3018,1,Earth,False,TRAPPIST-1e,32.0,False,F,630,P,False,690.0
3019,1,Mars,False,TRAPPIST-1e,51.0,False,E,187,P,False,2099.0
3020,1,Europa,False,TRAPPIST-1e,37.0,False,B,112,S,False,8979.0
3021,2,Earth,False,TRAPPIST-1e,31.0,False,G,476,S,False,883.0
3021,2,Earth,False,TRAPPIST-1e,37.0,False,F,574,S,False,2251.0
3022,2,Europa,False,TRAPPIST-1e,38.0,False,C,102,P,False,7113.0
3022,2,Europa,False,55 Cancri e,19.0,False,C,102,P,False,3795.0
3023,1,Mars,True,TRAPPIST-1e,33.0,False,F,631,P,True,0.0
3024,1,Earth,False,TRAPPIST-1e,19.0,False,F,632,P,True,1939.0
3025,2,Earth,False,TRAPPIST-1e,31.0,False,G,477,S,True,927.0
3025,2,Earth,False,TRAPPIST-1e,43.0,False,G,477,S,False,704.0
3026,1,Earth,True,TRAPPIST-1e,22.0,False,G,492,P,False,0.0
3027,1,Earth,True,TRAPPIST-1e,24.0,False,G,493,P,False,0.0
3029,2,Europa,False,55 Cancri e,21.0,False,C,103,P,False,3104.0
3029,2,Europa,False,TRAPPIST-1e,14.0,False,C,103,P,True,0.0
3030,2,Europa,False,55 Cancri e,30.0,False,B,97,P,True,5131.0
3030,2,Europa,True,TRAPPIST-1e,22.0,False,B,97,P,True,0.0
3032,4,Earth,False,TRAPPIST-1e,11.0,False,G,478,S,False,0.0
3032,4,Earth,True,TRAPPIST-1e,4.0,False,G,478,S,False,0.0
3032,4,Earth,False,TRAPPIST-1e,0.0,False,G,478,S,False,0.0
3032,4,Earth,False,TRAPPIST-1e,30.0,False,F,575,S,False,1442.0
3033,1,Earth,False,PSO J318.5-22,21.0,False,G,479,S,False,1721.0
3034,1,Europa,False,TRAPPIST-1e,40.0,False,G,97,S,False,0.0
3036,1,Earth,False,PSO J318.5-22,57.0,False,F,634,P,False,685.0
3038,1,Mars,False,TRAPPIST-1e,35.0,False,F,576,S,False,1228.0
3039,1,Europa,False,TRAPPIST-1e,32.0,False,A,37,S,False,0.0
3040,1,Mars,False,TRAPPIST-1e,32.0,False,F,577,S,False,2623.0
3042,1,Earth,False,TRAPPIST-1e,30.0,False,F,578,S,False,738.0
3044,1,Earth,False,TRAPPIST-1e,69.0,False,F,636,P,False,716.0
3045,1,Earth,True,TRAPPIST-1e,21.0,False,G,480,S,False,0.0
3047,2,Mars,True,PSO J318.5-22,17.0,False,E,190,P,True,0.0
3047,2,Mars,False,TRAPPIST-1e,16.0,False,E,190,P,False,1049.0
3048,1,Mars,True,TRAPPIST-1e,25.0,False,E,200,S,False,0.0
3050,1,Europa,False,TRAPPIST-1e,25.0,False,E,191,P,True,5152.0
3053,1,Europa,False,55 Cancri e,52.0,False,F,1334,S,False,11788.0
3054,1,Earth,False,TRAPPIST-1e,13.0,False,F,579,S,False,966.0
3055,1,Earth,False,TRAPPIST-1e,37.0,False,F,637,P,False,1127.0
3060,3,Mars,False,TRAPPIST-1e,13.0,False,F,581,S,False,764.0
3060,3,Mars,False,TRAPPIST-1e,45.0,False,D,98,S,False,3319.0
3060,3,Mars,False,TRAPPIST-1e,55.0,False,E,201,S,False,0.0
3061,2,Earth,False,TRAPPIST-1e,22.0,False,F,638,P,False,729.0
3061,2,Earth,False,TRAPPIST-1e,39.0,False,G,498,P,False,1817.0
3062,1,Mars,False,TRAPPIST-1e,35.0,False,D,99,S,False,808.0
3063,3,Earth,True,PSO J318.5-22,19.0,False,G,499,P,True,0.0
3063,3,Earth,True,TRAPPIST-1e,7.0,False,G,499,P,True,0.0
3063,3,Earth,False,TRAPPIST-1e,19.0,False,E,192,P,False,705.0
3064,1,Earth,True,TRAPPIST-1e,21.0,False,G,482,S,True,0.0
3065,1,Europa,False,55 Cancri e,37.0,False,D,94,P,True,4072.0
3066,1,Earth,False,TRAPPIST-1e,35.0,False,E,193,P,False,1609.0
3067,1,Earth,True,TRAPPIST-1e,22.0,False,G,483,S,True,0.0
3068,1,Earth,False,TRAPPIST-1e,62.0,False,G,500,P,False,839.0
3070,1,Earth,True,TRAPPIST-1e,41.0,False,G,501,P,True,0.0
3071,2,Europa,True,TRAPPIST-1e,16.0,False,B,113,S,True,0.0
3071,2,Europa,False,TRAPPIST-1e,26.0,False,B,113,S,False,6052.0
3073,1,Mars,True,TRAPPIST-1e,36.0,False,F,640,P,True,0.0
3076,1,Earth,True,PSO J318.5-22,29.0,False,G,502,P,True,0.0
3079,1,Earth,False,55 Cancri e,22.0,False,F,642,P,False,652.0
3080,1,Earth,False,TRAPPIST-1e,40.0,False,F,584,S,False,824.0
3081,2,Europa,False,55 Cancri e,50.0,False,C,118,S,True,3332.0
3081,2,Europa,True,TRAPPIST-1e,57.0,False,C,118,S,True,0.0
3082,1,Earth,False,PSO J318.5-22,15.0,False,G,503,P,True,1824.0
3083,1,Europa,False,55 Cancri e,23.0,False,D,100,S,False,3098.0
3084,1,Mars,True,55 Cancri e,60.0,False,D,101,S,True,0.0
3085,1,Earth,False,TRAPPIST-1e,73.0,False,G,504,P,False,709.0
3087,1,Earth,False,TRAPPIST-1e,35.0,False,G,505,P,True,0.0
3088,1,Europa,False,TRAPPIST-1e,28.0,False,A,25,P,False,0.0
3090,1,Europa,False,TRAPPIST-1e,27.0,True,B,115,S,True,6864.0
3091,2,Europa,False,TRAPPIST-1e,14.0,False,D,102,S,False,9190.0
3091,2,Europa,True,TRAPPIST-1e,26.0,False,D,102,S,True,0.0
3092,1,Earth,False,TRAPPIST-1e,22.0,False,G,506,P,False,845.0
3093,1,Mars,False,55 Cancri e,22.0,False,E,194,P,True,3699.0
3095,1,Mars,False,PSO J318.5-22,71.0,False,F,585,S,False,2227.0
3096,1,Mars,False,55 Cancri e,25.0,False,D,103,S,True,827.0
3099,1,Mars,True,TRAPPIST-1e,27.0,False,E,203,S,True,0.0
3100,3,Earth,False,TRAPPIST-1e,1.0,False,G,485,S,False,0.0
3100,3,Earth,False,TRAPPIST-1e,52.0,False,F,586,S,True,809.0
3100,3,Earth,True,TRAPPIST-1e,0.0,False,G,485,S,True,0.0
3102,1,Europa,True,55 Cancri e,30.0,False,B,101,P,True,0.0
3103,1,Europa,False,TRAPPIST-1e,52.0,True,B,102,P,False,16589.0
3104,2,Earth,False,TRAPPIST-1e,12.0,False,G,507,P,True,0.0
3104,2,Earth,True,TRAPPIST-1e,22.0,False,G,507,P,True,0.0
3110,1,Earth,False,TRAPPIST-1e,24.0,False,G,509,P,True,715.0
3111,1,Mars,False,TRAPPIST-1e,22.0,False,D,95,P,False,1182.0
3112,1,Earth,True,PSO J318.5-22,15.0,False,G,488,S,False,0.0
3113,2,Mars,True,TRAPPIST-1e,21.0,False,D,96,P,True,0.0
3113,2,Mars,True,55 Cancri e,56.0,False,D,96,P,True,0.0
3114,1,Mars,False,TRAPPIST-1e,50.0,False,D,97,P,False,1779.0
3116,1,Earth,False,TRAPPIST-1e,20.0,False,F,645,P,False,804.0
3117,1,Earth,False,TRAPPIST-1e,32.0,False,F,646,P,False,927.0
3118,1,Earth,True,TRAPPIST-1e,28.0,False,G,510,P,False,0.0
3119,1,Earth,False,TRAPPIST-1e,74.0,False,G,490,S,False,848.0
3120,2,Mars,True,TRAPPIST-1e,25.0,False,E,204,S,True,0.0
3120,2,Mars,False,TRAPPIST-1e,31.0,False,E,204,S,False,1048.0
3121,1,Earth,True,PSO J318.5-22,6.0,False,G,491,S,True,0.0
3123,1,Earth,True,TRAPPIST-1e,17.0,False,G,511,P,True,0.0
3124,3,Mars,True,TRAPPIST-1e,12.0,False,F,648,P,True,0.0
3124,3,Mars,False,TRAPPIST-1e,47.0,False,F,648,P,True,1437.0
3124,3,Mars,True,TRAPPIST-1e,46.0,False,F,648,P,True,0.0
3126,2,Europa,False,55 Cancri e,31.0,False,B,116,S,True,5542.0
3126,2,Europa,False,TRAPPIST-1e,36.0,False,B,116,S,True,0.0
3128,1,Earth,False,55 Cancri e,15.0,False,G,512,P,False,4181.0
3130,1,Mars,False,TRAPPIST-1e,38.0,False,F,588,S,False,1504.0
3131,3,Earth,True,55 Cancri e,48.0,False,G,492,S,True,0.0
3131,3,Earth,True,TRAPPIST-1e,21.0,False,G,492,S,True,0.0
3131,3,Earth,True,TRAPPIST-1e,4.0,False,G,492,S,True,0.0
3132,1,Mars,True,TRAPPIST-1e,31.0,False,F,649,P,True,0.0
3133,1,Earth,False,PSO J318.5-22,31.0,False,G,513,P,False,534.0
3134,1,Europa,False,PSO J318.5-22,62.0,True,C,119,S,True,6035.0
3136,1,Earth,True,TRAPPIST-1e,29.0,False,G,514,P,True,0.0
3138,1,Earth,False,TRAPPIST-1e,30.0,False,G,981,S,False,3967.0
