GroupSize,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Transported,TotalSpending
1,0.0,1.0,0.0,42.0,0.0,0,0,0,0,0,6.0,324,1.0,True,0.0
1,0.0,1.0,0.0,30.0,0.0,0,0,0,0,0,6.0,328,0.0,False,0.0
1,0.0,0.0,2.0,20.0,0.0,1,0,1,0,1,4.0,126,0.0,True,718.0
1,2.0,0.0,2.0,31.0,0.0,1,1,1,0,1,4.0,151,1.0,True,1378.0
1,1.0,0.0,0.0,26.0,0.0,1,1,1,0,1,2.0,68,0.0,False,5759.0
1,1.0,0.0,0.0,39.0,0.0,0,0,0,1,1,2.0,69,0.0,False,2647.0
6,0.0,0.0,2.0,29.0,0.0,0,0,0,0,0,6.0,330,0.0,False,0.0
6,0.0,0.0,1.0,32.0,0.0,0,1,0,0,1,6.0,330,0.0,True,700.0
6,0.0,1.0,2.0,25.0,0.0,0,0,0,0,0,6.0,330,0.0,True,0.0
6,0.0,0.0,2.0,6.0,0.0,0,0,0,0,0,6.0,330,0.0,True,0.0
6,0.0,1.0,2.0,3.0,0.0,0,0,0,0,0,6.0,330,0.0,True,0.0
6,0.0,1.0,2.0,11.0,0.0,0,0,0,0,0,6.0,330,0.0,False,0.0
4,0.0,1.0,2.0,52.0,0.0,0,0,0,0,0,6.0,331,0.0,False,0.0
4,0.0,0.0,2.0,14.0,0.0,1,0,0,1,1,5.0,407,0.0,False,877.0
4,0.0,0.0,2.0,68.0,0.0,0,1,0,1,1,5.0,407,0.0,False,2038.0
4,0.0,1.0,1.0,18.0,0.0,0,0,0,0,0,6.0,331,0.0,True,0.0
1,0.0,0.0,2.0,55.0,0.0,1,0,0,0,1,6.0,333,0.0,True,909.0
1,0.0,0.0,0.0,22.0,0.0,1,0,0,0,1,6.0,327,1.0,False,1853.0
1,1.0,0.0,2.0,34.0,0.0,0,1,0,1,1,3.0,65,0.0,True,5446.0
1,2.0,1.0,2.0,17.0,0.0,1,0,1,0,0,5.0,398,1.0,False,1336.0
1,0.0,1.0,1.0,38.0,0.0,0,0,0,0,0,6.0,328,1.0,False,0.0
1,0.0,0.0,2.0,13.0,0.0,1,0,0,0,1,5.0,410,0.0,False,1975.0
1,0.0,1.0,2.0,19.0,0.0,0,0,0,0,0,6.0,329,1.0,True,0.0
2,1.0,1.0,2.0,30.0,0.0,0,0,0,0,0,2.0,70,0.0,True,0.0
2,1.0,0.0,2.0,27.0,1.0,0,0,1,1,1,2.0,70,0.0,False,3453.0
1,0.0,0.0,2.0,17.0,0.0,0,1,1,1,0,4.0,127,0.0,True,860.0
2,1.0,0.0,0.0,45.0,0.0,0,1,0,1,1,2.0,78,1.0,False,7337.0
2,1.0,0.0,0.0,28.0,0.0,1,1,1,1,1,2.0,78,1.0,True,3577.0
1,0.0,0.0,2.0,23.0,0.0,1,0,1,0,1,5.0,401,1.0,False,632.0
2,1.0,0.0,2.0,24.0,0.0,1,1,0,1,1,3.0,69,1.0,False,10357.0
2,1.0,0.0,2.0,23.0,0.0,1,1,0,0,1,3.0,69,1.0,True,4106.0
1,0.0,0.0,0.0,29.0,0.0,1,0,0,1,1,5.0,402,1.0,False,638.0
1,0.0,0.0,2.0,46.0,0.0,1,0,1,1,1,6.0,334,0.0,False,883.0
1,0.0,0.0,1.0,17.0,0.0,1,1,0,0,0,5.0,411,0.0,True,919.0
1,0.0,0.0,2.0,20.0,0.0,0,0,1,1,1,6.0,335,0.0,False,808.0
1,0.0,0.0,2.0,24.0,0.0,1,1,0,1,1,5.0,407,1.0,False,715.0
2,1.0,0.0,2.0,40.0,0.0,1,1,1,1,1,0.0,16,0.0,False,10796.0
2,1.0,1.0,2.0,29.0,0.0,0,0,0,0,0,0.0,16,0.0,True,0.0
1,1.0,0.0,2.0,38.0,0.0,0,1,1,1,1,2.0,72,0.0,False,9531.0
2,1.0,0.0,2.0,65.0,0.0,1,1,0,1,1,0.0,26,1.0,True,4919.0
2,1.0,0.0,2.0,19.0,0.0,0,1,0,1,1,0.0,26,1.0,True,2050.0
1,0.0,0.0,2.0,54.0,0.0,0,0,1,0,1,5.0,408,1.0,True,873.0
2,0.0,0.0,0.0,38.0,0.0,0,1,0,0,0,5.0,409,1.0,False,717.0
2,0.0,0.0,2.0,40.0,0.0,1,0,1,1,1,6.0,331,1.0,True,929.0
1,0.0,0.0,1.0,21.0,0.0,0,1,1,0,1,5.0,412,0.0,False,684.0
1,0.0,0.0,2.0,22.0,0.0,1,0,1,0,1,5.0,413,0.0,True,821.0
1,0.0,0.0,2.0,33.0,0.0,1,0,0,1,0,5.0,414,0.0,False,601.0
5,2.0,0.0,2.0,18.0,0.0,1,0,1,0,1,3.0,70,1.0,True,2345.0
5,2.0,0.0,2.0,43.0,0.0,1,0,1,1,0,4.0,153,1.0,False,1297.0
5,2.0,0.0,2.0,13.0,0.0,1,0,1,1,0,3.0,70,1.0,False,9597.0
5,2.0,0.0,2.0,26.0,0.0,1,0,0,0,0,5.0,410,1.0,False,1751.0
5,2.0,0.0,2.0,22.0,0.0,1,0,1,1,0,3.0,70,1.0,False,2578.0
1,2.0,1.0,2.0,21.0,0.0,0,0,0,0,0,5.0,415,0.0,True,0.0
1,0.0,0.0,1.0,25.0,0.0,0,1,0,1,1,5.0,411,1.0,False,1368.0
2,2.0,0.0,2.0,29.0,0.0,1,1,1,1,0,5.0,412,1.0,False,1431.0
2,2.0,0.0,2.0,49.0,0.0,1,0,1,0,0,5.0,412,1.0,False,1692.0
1,1.0,1.0,0.0,29.0,0.0,0,0,0,0,0,1.0,86,1.0,True,0.0
1,2.0,0.0,2.0,45.0,0.0,1,1,1,0,0,3.0,71,1.0,True,2579.0
1,0.0,0.0,1.0,45.0,0.0,0,0,1,1,1,5.0,413,1.0,True,742.0
1,1.0,0.0,2.0,30.0,0.0,1,1,1,1,1,2.0,79,1.0,False,16788.0
2,0.0,0.0,2.0,29.0,0.0,1,0,1,0,1,5.0,414,1.0,False,803.0
2,0.0,0.0,2.0,26.0,0.0,0,0,0,0,0,5.0,414,1.0,False,0.0
1,0.0,1.0,0.0,16.0,0.0,0,0,0,0,0,6.0,335,1.0,False,0.0
1,0.0,0.0,0.0,20.0,0.0,1,0,0,1,1,6.0,336,1.0,False,4928.0
1,0.0,0.0,2.0,33.0,0.0,1,1,1,1,0,6.0,338,0.0,False,888.0
1,0.0,1.0,2.0,18.0,0.0,0,0,0,0,0,6.0,339,0.0,False,0.0
1,2.0,0.0,2.0,24.0,0.0,1,1,1,0,1,5.0,417,0.0,False,2598.0
1,2.0,0.0,2.0,29.0,0.0,1,1,1,1,0,5.0,418,0.0,False,2598.0
1,1.0,1.0,0.0,40.0,0.0,0,0,0,0,0,1.0,87,1.0,True,0.0
1,1.0,1.0,2.0,27.0,0.0,0,0,0,0,0,3.0,72,1.0,True,0.0
1,0.0,1.0,2.0,35.0,0.0,0,0,0,0,0,6.0,339,1.0,False,0.0
1,1.0,0.0,2.0,31.0,0.0,0,1,0,1,1,4.0,655,0.0,False,22021.0
1,0.0,1.0,1.0,26.0,0.0,0,0,0,0,0,6.0,340,0.0,False,0.0
1,2.0,0.0,2.0,49.0,0.0,0,0,1,0,0,3.0,73,1.0,True,1058.0
1,0.0,1.0,2.0,23.0,0.0,0,0,0,0,0,6.0,341,0.0,False,0.0
2,0.0,1.0,1.0,23.0,0.0,0,0,0,0,0,6.0,342,0.0,False,0.0
2,0.0,1.0,1.0,14.0,0.0,0,0,0,0,0,6.0,342,0.0,True,0.0
1,0.0,0.0,0.0,21.0,0.0,1,0,0,1,0,6.0,341,1.0,False,810.0
1,0.0,0.0,2.0,18.0,0.0,0,1,0,1,1,6.0,343,0.0,False,907.0
1,0.0,0.0,2.0,29.0,0.0,1,0,0,0,0,5.0,415,1.0,False,717.0
1,0.0,0.0,2.0,19.0,0.0,1,1,1,0,0,5.0,419,0.0,True,790.0
1,0.0,0.0,2.0,22.0,0.0,1,0,0,0,1,6.0,344,0.0,False,809.0
1,0.0,0.0,2.0,17.0,0.0,1,0,1,1,0,5.0,420,0.0,False,758.0
1,0.0,0.0,1.0,13.0,0.0,0,1,1,1,1,5.0,421,0.0,False,668.0
1,0.0,0.0,2.0,26.0,0.0,0,0,0,1,1,4.0,128,0.0,False,991.0
2,2.0,0.0,2.0,29.0,0.0,1,0,1,1,0,3.0,74,1.0,False,1182.0
2,2.0,1.0,2.0,16.0,0.0,0,0,0,0,0,5.0,416,1.0,True,0.0
1,2.0,0.0,2.0,20.0,0.0,1,0,0,0,1,5.0,422,0.0,False,1149.0
2,0.0,0.0,2.0,20.0,0.0,1,0,0,1,0,4.0,129,0.0,False,1620.0
2,0.0,0.0,2.0,23.0,0.0,1,0,1,0,0,4.0,129,0.0,False,788.0
1,0.0,0.0,2.0,61.0,0.0,1,0,1,1,1,6.0,343,1.0,False,915.0
3,2.0,1.0,2.0,27.0,0.0,0,0,0,0,0,5.0,423,0.0,True,0.0
3,2.0,0.0,0.0,3.0,0.0,0,0,0,0,0,5.0,423,0.0,True,0.0
3,2.0,0.0,0.0,4.0,0.0,0,0,0,0,0,5.0,423,0.0,True,0.0
1,0.0,1.0,0.0,13.0,0.0,0,0,0,0,0,6.0,344,1.0,True,0.0
1,2.0,1.0,2.0,19.0,0.0,0,0,0,0,0,5.0,417,1.0,True,0.0
1,0.0,0.0,2.0,18.0,0.0,0,0,1,0,0,5.0,424,0.0,True,698.0
1,0.0,0.0,0.0,66.0,0.0,0,0,1,0,0,4.0,130,0.0,True,1610.0
1,2.0,1.0,2.0,39.0,0.0,0,0,0,0,0,5.0,418,1.0,True,0.0
2,0.0,0.0,2.0,21.0,0.0,0,1,0,1,0,5.0,419,1.0,False,2667.0
2,0.0,1.0,2.0,7.0,0.0,0,0,0,0,0,6.0,345,1.0,False,0.0
1,0.0,1.0,2.0,56.0,0.0,0,0,0,0,0,2.0,119,1.0,False,0.0
1,0.0,0.0,2.0,15.0,0.0,0,1,1,0,0,5.0,425,0.0,False,1079.0
1,2.0,0.0,2.0,29.0,0.0,1,0,1,0,1,4.0,155,1.0,True,1298.0
1,0.0,0.0,2.0,13.0,0.0,1,1,1,1,1,5.0,420,1.0,False,874.0
1,1.0,1.0,2.0,18.0,0.0,0,0,0,0,0,1.0,89,1.0,True,0.0
1,0.0,1.0,1.0,38.0,0.0,0,0,0,0,0,6.0,346,0.0,False,0.0
1,0.0,0.0,2.0,45.0,0.0,1,0,0,1,0,5.0,426,0.0,False,2797.0
1,0.0,1.0,2.0,21.0,0.0,0,0,0,0,0,6.0,347,0.0,False,0.0
1,0.0,0.0,2.0,19.0,0.0,1,0,0,1,0,6.0,348,0.0,False,628.0
1,0.0,0.0,2.0,49.0,0.0,1,1,0,1,1,5.0,421,1.0,False,1527.0
1,0.0,0.0,2.0,21.0,0.0,0,1,0,1,0,5.0,423,1.0,True,865.0
1,0.0,0.0,2.0,18.0,0.0,0,1,1,0,0,5.0,424,1.0,True,2429.0
1,2.0,1.0,2.0,43.0,0.0,0,0,0,0,0,5.0,429,0.0,True,0.0
2,2.0,1.0,1.0,27.0,0.0,0,0,0,0,0,5.0,425,1.0,True,0.0
2,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,5.0,425,1.0,True,0.0
1,0.0,0.0,2.0,27.0,0.0,0,0,1,1,1,6.0,349,0.0,False,773.0
1,1.0,1.0,2.0,21.0,0.0,0,0,0,0,0,1.0,63,0.0,True,0.0
1,0.0,0.0,1.0,20.0,0.0,1,1,1,0,0,5.0,431,0.0,False,753.0
2,2.0,1.0,2.0,35.0,0.0,0,0,0,0,0,5.0,427,1.0,True,0.0
2,2.0,0.0,2.0,20.0,0.0,1,0,1,0,1,5.0,427,1.0,False,1216.0
2,0.0,0.0,2.0,24.0,0.0,1,0,1,1,0,5.0,433,0.0,False,804.0
2,0.0,0.0,2.0,41.0,0.0,1,0,1,1,1,6.0,351,0.0,False,6198.0
1,0.0,0.0,1.0,23.0,0.0,0,1,0,0,0,6.0,347,1.0,True,774.0
1,0.0,1.0,1.0,27.0,0.0,0,0,0,0,0,6.0,352,0.0,True,0.0
1,0.0,1.0,0.0,58.0,0.0,0,0,0,0,0,6.0,348,1.0,True,0.0
1,2.0,1.0,2.0,53.0,0.0,0,0,0,0,0,5.0,435,0.0,True,0.0
1,1.0,0.0,2.0,30.0,0.0,1,1,0,1,1,2.0,80,1.0,False,8791.0
1,0.0,0.0,0.0,24.0,0.0,1,0,0,1,1,5.0,428,1.0,False,566.0
1,1.0,0.0,2.0,31.0,0.0,1,1,0,1,1,1.0,64,0.0,False,4230.0
2,2.0,0.0,1.0,46.0,0.0,1,0,1,1,1,5.0,429,1.0,False,1233.0
2,2.0,0.0,2.0,20.0,0.0,1,1,1,1,0,5.0,429,1.0,False,1040.0
1,0.0,1.0,2.0,20.0,0.0,0,0,0,0,0,6.0,350,1.0,False,0.0
1,0.0,0.0,2.0,30.0,0.0,0,1,0,1,0,5.0,437,0.0,False,1385.0
1,0.0,0.0,0.0,24.0,0.0,0,1,0,1,1,5.0,438,0.0,False,691.0
1,0.0,0.0,2.0,34.0,0.0,0,0,0,1,0,6.0,354,0.0,False,628.0
1,0.0,0.0,1.0,20.0,0.0,1,0,1,0,1,5.0,430,1.0,False,2272.0
1,2.0,1.0,2.0,48.0,0.0,0,0,0,0,0,5.0,431,1.0,True,0.0
1,0.0,0.0,1.0,25.0,0.0,0,0,1,0,1,5.0,439,0.0,False,689.0
1,0.0,1.0,2.0,43.0,0.0,0,0,0,0,0,6.0,352,1.0,False,0.0
1,0.0,0.0,2.0,27.0,0.0,0,1,1,1,1,5.0,440,0.0,True,1050.0
4,1.0,0.0,2.0,47.0,0.0,0,1,0,1,1,1.0,65,0.0,False,5499.0
4,1.0,0.0,0.0,26.0,0.0,1,1,0,1,0,1.0,65,0.0,True,4715.0
4,1.0,1.0,2.0,37.0,0.0,0,0,0,0,0,1.0,65,0.0,True,0.0
4,1.0,0.0,0.0,42.0,0.0,0,1,0,1,1,1.0,65,0.0,False,4140.0
1,0.0,0.0,0.0,61.0,0.0,0,1,1,0,1,4.0,156,1.0,True,1624.0
1,2.0,0.0,2.0,29.0,0.0,1,1,1,0,0,5.0,442,0.0,False,2598.0
1,1.0,0.0,0.0,32.0,0.0,0,1,1,1,0,3.0,75,1.0,True,3032.0
1,2.0,0.0,2.0,51.0,0.0,1,0,1,0,0,5.0,443,0.0,False,1688.0
1,2.0,0.0,2.0,43.0,0.0,1,0,1,0,0,3.0,76,1.0,False,2579.0
1,1.0,1.0,0.0,25.0,0.0,0,0,0,0,0,1.0,90,1.0,True,0.0
1,0.0,0.0,2.0,31.0,0.0,0,0,1,1,0,4.0,157,1.0,False,789.0
1,0.0,0.0,1.0,13.0,0.0,0,1,1,0,1,5.0,432,1.0,False,943.0
1,0.0,0.0,2.0,20.0,0.0,1,0,1,0,0,6.0,354,1.0,False,774.0
1,0.0,0.0,2.0,29.0,0.0,1,1,0,1,0,5.0,433,1.0,False,1389.0
1,0.0,1.0,2.0,16.0,0.0,0,0,0,0,0,6.0,355,1.0,False,0.0
1,0.0,0.0,2.0,15.0,0.0,0,1,0,1,0,5.0,434,1.0,True,2727.0
1,0.0,0.0,2.0,50.0,0.0,0,1,0,1,0,5.0,445,0.0,False,2175.0
4,1.0,0.0,0.0,41.0,1.0,0,1,0,1,1,0.0,27,1.0,True,31076.0
4,1.0,0.0,2.0,43.0,0.0,1,1,1,1,1,0.0,27,1.0,True,2468.0
4,1.0,1.0,2.0,32.0,0.0,0,0,0,0,0,0.0,27,1.0,True,0.0
4,1.0,0.0,2.0,36.0,0.0,0,1,0,1,1,0.0,27,1.0,False,3976.0
1,0.0,1.0,0.0,18.0,0.0,0,0,0,0,0,6.0,223,1.0,True,0.0
1,0.0,0.0,2.0,47.0,0.0,0,0,1,0,1,6.0,357,1.0,True,882.0
1,0.0,1.0,1.0,29.0,0.0,0,0,0,0,0,6.0,355,0.0,True,0.0
1,0.0,0.0,2.0,29.0,0.0,0,1,0,1,1,6.0,358,1.0,False,908.0
1,0.0,0.0,2.0,14.0,0.0,0,1,0,1,0,5.0,435,1.0,True,804.0
1,0.0,1.0,1.0,25.0,0.0,0,0,0,0,0,6.0,356,0.0,False,0.0
1,2.0,0.0,2.0,63.0,0.0,1,0,1,0,0,4.0,158,1.0,False,1173.0
1,0.0,0.0,2.0,22.0,0.0,1,1,1,1,1,5.0,437,1.0,False,739.0
1,2.0,0.0,2.0,32.0,0.0,1,1,1,1,0,4.0,159,1.0,False,954.0
2,0.0,0.0,0.0,31.0,0.0,0,1,1,1,1,5.0,438,1.0,False,689.0
2,0.0,0.0,2.0,24.0,0.0,0,1,0,1,0,5.0,438,1.0,False,1360.0
1,0.0,0.0,2.0,39.0,0.0,1,1,0,1,1,6.0,359,0.0,False,907.0
7,2.0,1.0,0.0,20.0,0.0,0,0,0,0,0,5.0,448,0.0,True,0.0
7,2.0,1.0,0.0,20.0,0.0,0,0,0,0,0,5.0,448,0.0,True,0.0
7,2.0,0.0,2.0,19.0,0.0,0,0,0,0,0,4.0,134,0.0,False,0.0
7,2.0,0.0,0.0,20.0,0.0,1,1,1,1,0,4.0,134,0.0,False,1913.0
7,2.0,0.0,2.0,31.0,0.0,1,0,1,0,0,3.0,66,0.0,False,1052.0
7,2.0,1.0,0.0,17.0,0.0,0,0,0,0,0,5.0,448,0.0,True,0.0
7,2.0,0.0,2.0,24.0,0.0,1,0,1,0,0,5.0,448,0.0,False,2599.0
1,0.0,0.0,2.0,27.0,0.0,1,1,0,0,0,5.0,449,0.0,False,742.0
2,1.0,0.0,0.0,28.0,0.0,0,1,1,1,1,2.0,83,1.0,True,4735.0
2,1.0,1.0,2.0,41.0,0.0,0,0,0,0,0,2.0,83,1.0,True,0.0
1,1.0,1.0,0.0,25.0,0.0,0,0,0,0,0,0.0,28,1.0,True,0.0
1,0.0,0.0,1.0,26.0,0.0,1,0,1,0,0,5.0,439,1.0,True,562.0
1,0.0,0.0,2.0,27.0,0.0,1,1,1,0,1,5.0,451,0.0,False,2516.0
1,0.0,0.0,2.0,22.0,0.0,1,1,1,1,1,6.0,362,0.0,True,769.0
2,1.0,0.0,0.0,62.0,0.0,1,1,1,1,1,0.0,29,1.0,False,7336.0
2,1.0,0.0,2.0,58.0,0.0,1,1,1,1,1,0.0,29,1.0,False,1172.0
1,0.0,0.0,2.0,37.0,0.0,0,1,0,0,1,6.0,363,0.0,False,2328.0
1,0.0,0.0,2.0,54.0,0.0,1,1,1,1,0,6.0,359,1.0,False,912.0
1,0.0,0.0,2.0,26.0,0.0,0,1,0,1,1,5.0,455,0.0,False,713.0
2,1.0,1.0,0.0,44.0,0.0,0,0,0,0,0,2.0,75,0.0,True,0.0
2,1.0,1.0,2.0,34.0,0.0,0,0,0,0,0,2.0,75,0.0,True,0.0
1,0.0,1.0,2.0,47.0,0.0,0,0,0,0,0,6.0,360,1.0,True,0.0
2,1.0,0.0,2.0,27.0,1.0,0,1,0,1,1,2.0,76,0.0,True,4075.0
2,1.0,1.0,0.0,22.0,0.0,0,0,0,0,0,1.0,66,0.0,True,0.0
1,0.0,1.0,2.0,46.0,0.0,0,0,0,0,0,6.0,364,0.0,True,0.0
1,0.0,0.0,2.0,29.0,0.0,0,0,1,0,0,5.0,441,1.0,True,885.0
1,0.0,0.0,0.0,43.0,0.0,1,1,1,1,0,6.0,365,0.0,False,673.0
1,0.0,0.0,2.0,42.0,0.0,0,0,1,1,0,5.0,456,0.0,False,804.0
1,0.0,0.0,2.0,39.0,0.0,0,0,1,0,1,5.0,442,1.0,True,881.0
1,2.0,0.0,2.0,30.0,0.0,1,0,1,1,1,5.0,457,0.0,False,1486.0
1,2.0,0.0,2.0,43.0,0.0,1,0,1,1,0,4.0,161,1.0,True,3046.0
1,0.0,1.0,2.0,19.0,0.0,0,0,0,0,0,6.0,366,0.0,False,0.0
1,2.0,1.0,2.0,26.0,0.0,0,0,0,0,0,5.0,458,0.0,True,0.0
1,2.0,0.0,2.0,46.0,0.0,1,0,1,1,0,5.0,459,0.0,True,1433.0
3,0.0,0.0,2.0,3.0,0.0,0,0,0,0,0,6.0,367,0.0,True,0.0
3,0.0,1.0,0.0,21.0,0.0,0,0,0,0,0,6.0,367,0.0,True,0.0
3,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,6.0,367,0.0,True,0.0
1,0.0,0.0,2.0,22.0,0.0,0,0,0,1,1,4.0,162,1.0,False,788.0
2,1.0,1.0,0.0,27.0,0.0,0,0,0,0,0,2.0,79,0.0,True,0.0
2,1.0,1.0,0.0,28.0,0.0,0,0,0,0,0,2.0,79,0.0,True,0.0
1,2.0,0.0,1.0,36.0,0.0,1,0,1,0,0,5.0,460,0.0,False,911.0
1,0.0,0.0,2.0,19.0,0.0,1,1,1,0,0,6.0,362,1.0,False,809.0
1,1.0,1.0,0.0,18.0,0.0,0,0,0,0,0,2.0,80,0.0,True,0.0
1,1.0,0.0,0.0,47.0,0.0,0,1,0,1,1,1.0,91,1.0,False,4195.0
1,1.0,0.0,2.0,18.0,0.0,1,1,0,0,1,1.0,92,1.0,False,12727.0
1,0.0,0.0,2.0,6.0,0.0,0,0,0,0,0,4.0,136,0.0,True,0.0
1,0.0,1.0,2.0,20.0,0.0,0,1,1,0,1,5.0,461,0.0,False,923.0
1,2.0,0.0,2.0,18.0,0.0,1,1,1,1,0,5.0,463,0.0,False,5916.0
1,0.0,0.0,2.0,37.0,0.0,0,1,0,1,0,5.0,464,0.0,False,220.0
1,0.0,0.0,2.0,22.0,0.0,1,1,1,1,0,4.0,163,1.0,False,1618.0
1,2.0,0.0,2.0,37.0,0.0,1,0,1,1,0,5.0,465,0.0,True,2599.0
3,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,6.0,365,1.0,False,0.0
3,0.0,0.0,2.0,36.0,0.0,1,0,1,1,1,6.0,365,1.0,False,723.0
3,0.0,0.0,0.0,46.0,0.0,1,1,0,0,1,5.0,445,1.0,False,1031.0
2,0.0,0.0,2.0,75.0,0.0,0,0,1,0,1,5.0,466,0.0,False,2993.0
2,0.0,0.0,2.0,37.0,0.0,0,1,1,1,1,5.0,466,0.0,False,696.0
1,0.0,1.0,2.0,22.0,0.0,0,0,0,0,0,6.0,369,0.0,True,0.0
1,0.0,0.0,1.0,33.0,0.0,1,1,1,0,1,5.0,467,0.0,False,688.0
1,2.0,0.0,2.0,35.0,0.0,1,0,1,0,1,5.0,448,1.0,False,617.0
2,1.0,0.0,0.0,19.0,0.0,0,0,0,0,1,2.0,81,0.0,False,8195.0
2,1.0,0.0,0.0,34.0,0.0,0,1,0,1,1,2.0,81,0.0,False,6818.0
3,0.0,0.0,2.0,23.0,0.0,1,0,1,1,0,5.0,449,1.0,True,1053.0
3,0.0,0.0,0.0,37.0,0.0,1,0,0,1,0,6.0,367,1.0,False,1509.0
3,0.0,0.0,0.0,24.0,0.0,1,0,1,0,0,5.0,449,1.0,False,1368.0
1,1.0,0.0,2.0,54.0,1.0,0,1,0,1,1,0.0,18,0.0,False,7878.0
1,2.0,0.0,0.0,52.0,0.0,1,0,1,1,0,5.0,468,0.0,True,1431.0
1,0.0,1.0,2.0,60.0,0.0,0,0,0,0,0,6.0,368,1.0,False,0.0
6,1.0,0.0,2.0,1.0,0.0,0,0,0,0,0,2.0,82,0.0,True,0.0
6,1.0,0.0,2.0,29.0,0.0,0,0,0,0,0,2.0,82,0.0,True,0.0
6,1.0,0.0,2.0,22.0,0.0,0,1,1,1,1,2.0,82,0.0,False,3900.0
6,1.0,0.0,0.0,27.0,0.0,0,1,0,1,0,2.0,82,0.0,True,12152.0
6,1.0,1.0,0.0,48.0,0.0,0,0,0,0,0,2.0,82,0.0,True,0.0
6,1.0,0.0,0.0,47.0,0.0,1,1,1,1,0,2.0,82,0.0,False,1776.0
4,1.0,1.0,2.0,25.0,0.0,0,0,0,0,0,3.0,77,1.0,True,0.0
4,1.0,0.0,0.0,49.0,0.0,1,1,1,1,1,3.0,77,1.0,False,3947.0
4,1.0,0.0,2.0,33.0,0.0,0,1,1,1,1,3.0,77,1.0,False,11141.0
4,1.0,0.0,2.0,67.0,0.0,0,1,0,1,1,3.0,77,1.0,True,5320.0
1,0.0,1.0,1.0,5.0,0.0,0,0,0,0,0,6.0,371,0.0,False,0.0
4,1.0,1.0,0.0,60.0,0.0,0,0,0,0,0,3.0,68,0.0,True,0.0
4,1.0,1.0,2.0,56.0,0.0,0,0,0,0,0,3.0,68,0.0,True,0.0
4,1.0,0.0,2.0,59.0,0.0,0,1,0,1,1,3.0,68,0.0,False,6306.0
4,1.0,1.0,2.0,44.0,0.0,0,0,0,0,0,3.0,68,0.0,True,0.0
1,0.0,0.0,2.0,33.0,0.0,0,1,1,1,1,6.0,372,0.0,False,914.0
1,2.0,1.0,2.0,28.0,0.0,0,0,0,0,0,6.0,369,1.0,False,0.0
1,2.0,0.0,2.0,29.0,0.0,1,0,1,1,0,5.0,469,0.0,False,2366.0
1,0.0,1.0,2.0,13.0,0.0,0,0,0,0,0,6.0,370,1.0,False,0.0
1,1.0,1.0,0.0,34.0,0.0,0,0,0,0,0,1.0,67,0.0,True,0.0
1,0.0,1.0,1.0,45.0,0.0,0,0,0,0,0,6.0,371,1.0,True,0.0
1,0.0,0.0,2.0,39.0,0.0,0,1,0,1,0,6.0,372,1.0,False,908.0
1,0.0,0.0,2.0,18.0,0.0,1,1,1,0,1,5.0,470,0.0,False,796.0
1,2.0,1.0,1.0,57.0,0.0,0,0,0,0,0,6.0,373,0.0,False,0.0
1,0.0,0.0,0.0,29.0,0.0,0,1,0,1,1,5.0,450,1.0,False,804.0
1,0.0,1.0,1.0,25.0,0.0,0,0,0,0,0,6.0,373,1.0,True,0.0
1,0.0,1.0,1.0,22.0,0.0,0,0,0,0,0,6.0,374,1.0,False,0.0
1,1.0,0.0,2.0,32.0,0.0,0,1,1,1,1,1.0,68,0.0,True,5388.0
1,2.0,1.0,2.0,29.0,0.0,0,0,0,0,0,5.0,472,0.0,True,0.0
1,0.0,0.0,2.0,21.0,0.0,1,0,1,1,0,5.0,453,1.0,False,2165.0
1,2.0,0.0,2.0,16.0,0.0,0,0,0,0,0,4.0,137,0.0,False,0.0
2,1.0,1.0,0.0,45.0,0.0,0,0,0,0,0,0.0,30,1.0,True,0.0
2,1.0,0.0,2.0,44.0,1.0,1,1,1,1,1,0.0,30,1.0,False,7570.0
2,0.0,1.0,0.0,27.0,0.0,0,0,0,0,0,6.0,376,0.0,True,0.0
2,0.0,0.0,2.0,26.0,0.0,1,0,0,1,0,5.0,474,0.0,False,871.0
1,2.0,0.0,2.0,46.0,0.0,1,0,1,0,0,5.0,475,0.0,False,1347.0
1,0.0,0.0,1.0,24.0,0.0,0,0,1,0,0,5.0,454,1.0,False,648.0
1,0.0,0.0,2.0,15.0,0.0,0,1,0,0,0,5.0,455,1.0,True,785.0
1,0.0,1.0,1.0,53.0,0.0,0,0,0,0,0,6.0,378,1.0,False,0.0
7,0.0,1.0,0.0,28.0,0.0,1,1,0,0,0,5.0,477,0.0,False,635.0
7,0.0,1.0,2.0,11.0,0.0,0,0,0,0,0,6.0,377,0.0,True,0.0
7,0.0,1.0,2.0,7.0,0.0,0,0,0,0,0,6.0,377,0.0,False,0.0
7,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,6.0,377,0.0,True,0.0
7,0.0,1.0,0.0,15.0,0.0,0,0,0,0,0,6.0,377,0.0,True,0.0
7,0.0,0.0,0.0,31.0,0.0,1,0,1,1,0,6.0,377,0.0,False,608.0
7,0.0,0.0,2.0,9.0,0.0,0,0,0,0,0,6.0,377,0.0,False,0.0
