PassengerId,n_missing,colonne_mancanti
3911_03,1,Name
3913_01,1,Destination
3919_01,1,ShoppingMall
3926_01,1,FoodCourt
3928_01,1,Destination
3962_01,1,CryoSleep
3963_01,1,CryoSleep
3966_02,1,VRDeck
3967_01,1,VRDeck
3973_01,1,Destination
3976_01,1,Cabin
3981_01,1,Cabin
3984_01,1,Age
4001_05,1,Destination
4001_07,1,VIP
4003_01,1,Name
4005_04,1,Cabin
4005_07,1,RoomService
4005_08,1,Name
4006_01,1,VIP
4006_04,1,CryoSleep
4006_05,1,VRDeck
4009_01,1,Cabin
4014_02,1,Name
4017_01,1,VIP
4017_03,1,Age
4018_01,1,RoomService
4020_01,1,Name
4023_01,1,VRDeck
4030_01,1,HomePlanet
4030_02,1,Cabin
4032_01,1,CryoSleep
4040_01,1,Spa
4042_01,1,VRDeck
4042_02,1,Age
4043_01,1,Age
4064_01,1,ShoppingMall
4066_01,1,CryoSleep
4068_01,1,RoomService
4072_01,1,ShoppingMall
4078_01,1,HomePlanet
4099_01,1,Age
4108_02,1,CryoSleep
4109_01,1,ShoppingMall
4120_01,1,Age
4125_01,1,ShoppingMall
4128_03,1,FoodCourt
4130_01,1,Cabin
4131_01,1,Spa
4142_01,1,ShoppingMall
4147_01,1,FoodCourt
4156_01,1,VIP
4159_01,1,RoomService
4170_01,1,RoomService
4172_03,1,HomePlanet
4177_02,1,Age
4179_01,1,Name
4181_03,1,Cabin
4182_02,1,Name
4183_01,1,ShoppingMall
4207_01,1,HomePlanet
4213_01,1,Spa
4216_02,1,HomePlanet
4218_02,1,VRDeck
4219_01,1,Spa
4223_02,1,ShoppingMall
4229_01,1,Name
4240_01,1,CryoSleep
4251_01,1,ShoppingMall
4258_02,1,CryoSleep
4267_01,1,RoomService
4270_01,1,Cabin
4295_02,1,Cabin
4300_01,1,HomePlanet
4315_02,1,CryoSleep
4316_01,1,Age
4329_01,1,Destination
4336_03,1,Cabin
4343_01,1,Name
4354_01,1,Spa
4358_01,1,Spa
4359_01,1,Name
4365_01,1,HomePlanet
4366_01,1,CryoSleep
4370_01,1,Cabin
4371_01,1,CryoSleep
4371_03,1,HomePlanet
4371_05,1,RoomService
4372_01,1,FoodCourt
4386_01,1,Name
4388_01,1,Name
4397_01,1,Cabin
4400_03,1,Destination
4401_01,1,CryoSleep
4403_02,1,Destination
4441_02,1,Name
4447_01,1,Cabin
4450_02,1,VRDeck
4451_01,1,HomePlanet
4452_01,1,VIP
4456_01,1,Spa
4459_01,1,VRDeck
4463_01,1,Destination
4473_01,1,Name
4474_01,1,RoomService
4477_01,1,Spa
4479_01,1,ShoppingMall
4498_04,1,VRDeck
4501_01,1,HomePlanet
4505_02,1,VRDeck
4509_02,1,RoomService
4546_01,1,CryoSleep
4560_01,1,Age
4564_01,1,RoomService
4567_01,1,Age
4569_02,1,CryoSleep
4575_01,1,CryoSleep
4577_01,1,CryoSleep
4586_01,1,ShoppingMall
4587_01,1,Age
4592_03,1,Destination
4594_04,1,Age
4596_01,1,HomePlanet
4603_01,1,CryoSleep
4606_02,1,CryoSleep
4623_01,1,FoodCourt
4625_03,1,Cabin
4625_06,1,HomePlanet
4631_01,1,ShoppingMall
4632_05,1,Destination
4643_01,1,RoomService
4645_02,1,Age
4648_01,1,HomePlanet
4652_01,1,Cabin
4653_01,1,Destination
4655_02,1,HomePlanet
4656_01,1,Spa
4661_01,1,Destination
4661_06,1,Spa
4661_07,1,VIP
4662_02,1,Destination
4662_03,1,Cabin
4667_01,1,Cabin
4680_01,1,RoomService
4690_02,1,Cabin
4699_01,1,VRDeck
4708_01,1,Name
4710_02,1,Age
4719_01,1,FoodCourt
4726_01,1,VRDeck
4726_03,1,Name
4730_01,1,Destination
4732_01,1,FoodCourt
4741_02,1,VIP
4741_03,1,CryoSleep
4746_01,1,Age
4753_01,1,FoodCourt
4755_01,1,Name
4756_01,1,VIP
4756_02,1,ShoppingMall
4773_01,1,Destination
4782_01,1,Cabin
4782_04,1,VRDeck
4785_01,1,Name
4787_01,1,ShoppingMall
4790_01,1,Destination
4796_01,1,Cabin
4796_02,1,Destination
4798_02,1,Spa
4798_03,1,FoodCourt
4801_01,1,RoomService
4804_02,1,ShoppingMall
4804_03,1,ShoppingMall
4808_01,1,Spa
4810_01,1,Cabin
4822_03,1,HomePlanet
4822_04,1,Name
4823_01,1,ShoppingMall
4827_01,1,VIP
4828_01,1,Name
4829_01,1,Spa
4832_01,1,Destination
4836_02,1,FoodCourt
4837_01,1,VIP
4846_02,1,VRDeck
4851_01,1,VIP
4857_01,1,FoodCourt
4864_01,1,Name
4870_01,1,ShoppingMall
4882_01,1,Age
4883_01,1,HomePlanet
4886_01,1,RoomService
4890_02,1,Spa
4892_01,1,FoodCourt
4896_01,1,VRDeck
4930_01,1,Destination
4932_01,1,CryoSleep
4933_02,1,HomePlanet
4940_01,1,Destination
4942_01,1,VIP
4943_01,1,VIP
4944_01,1,Age
4954_01,1,VRDeck
4961_01,1,VRDeck
4965_01,1,CryoSleep
4978_01,1,VRDeck
4980_02,1,Destination
4980_03,1,Name
4981_01,1,CryoSleep
4981_02,1,CryoSleep
4983_01,1,VRDeck
4991_01,1,FoodCourt
4996_01,1,Destination
5009_01,1,Name
5014_01,1,HomePlanet
5039_01,1,FoodCourt
5044_02,1,Name
5048_01,1,Cabin
5052_02,1,Name
5058_01,1,RoomService
5060_04,1,Spa
5061_01,1,ShoppingMall
5062_01,1,Destination
5063_01,1,RoomService
5065_01,1,FoodCourt
5065_02,1,Name
5068_01,1,CryoSleep
5080_01,1,Destination
5087_01,1,VRDeck
5090_03,1,HomePlanet
5090_06,1,Destination
5091_01,1,Name
5104_01,1,Destination
5105_01,1,Cabin
5108_01,1,RoomService
5124_01,1,Destination
5130_01,1,FoodCourt
5133_03,1,Age
5133_07,1,Name
5137_01,1,HomePlanet
5158_01,1,Spa
5180_01,1,Spa
5181_01,1,CryoSleep
5187_01,1,HomePlanet
5197_01,1,Destination
5199_01,1,Spa
5201_01,1,CryoSleep
5204_01,1,ShoppingMall
5205_03,1,CryoSleep
5209_01,1,FoodCourt
5210_01,1,Name
5211_01,1,VRDeck
5223_01,1,ShoppingMall
5223_02,1,Age
5229_01,1,Destination
5246_02,1,Age
5254_03,1,Cabin
5268_01,1,ShoppingMall
5279_01,1,FoodCourt
5280_01,1,VRDeck
5281_01,1,Spa
5287_01,1,FoodCourt
5288_01,1,Destination
5290_01,1,Spa
5303_01,1,Cabin
5304_02,1,Destination
5307_01,1,RoomService
5314_01,1,VIP
5323_01,1,Spa
5337_01,1,VRDeck
5345_01,1,Destination
5345_02,1,Age
5351_01,1,CryoSleep
5355_02,1,ShoppingMall
5359_01,1,HomePlanet
5361_01,1,FoodCourt
5367_02,1,HomePlanet
5368_01,1,Name
5372_01,1,RoomService
5374_01,1,Destination
5383_01,1,VRDeck
5388_01,1,Spa
5389_02,1,VIP
5396_01,1,Age
5402_01,1,VIP
5412_01,1,CryoSleep
5416_01,1,FoodCourt
5416_04,1,ShoppingMall
5418_01,1,CryoSleep
5422_01,1,Spa
5424_02,1,HomePlanet
5425_01,1,Name
5427_01,1,HomePlanet
5431_01,1,Spa
5436_01,1,Cabin
5445_01,1,HomePlanet
5446_01,1,ShoppingMall
5447_02,1,CryoSleep
5451_01,1,HomePlanet
5452_01,1,CryoSleep
5454_01,1,Age
5465_02,1,HomePlanet
5466_05,1,ShoppingMall
5468_01,1,VIP
5469_01,1,RoomService
5470_01,1,RoomService
5475_01,1,Spa
5480_01,1,Cabin
5489_01,1,VRDeck
5490_01,1,ShoppingMall
5508_01,1,Cabin
5511_02,1,FoodCourt
5512_02,1,Age
5514_02,1,RoomService
5514_04,1,VRDeck
5517_01,1,Age
5522_03,1,Spa
5526_01,1,VRDeck
5527_01,1,ShoppingMall
5535_01,1,VIP
5537_01,1,VIP
5540_01,1,Spa
5541_01,1,VRDeck
5544_01,1,Age
5552_01,1,CryoSleep
5559_01,1,Name
5581_01,1,VRDeck
5582_01,1,VIP
5598_01,1,Destination
5599_01,1,VIP
5601_03,1,Cabin
5603_01,1,HomePlanet
5625_02,1,CryoSleep
5625_05,1,Name
5629_01,1,FoodCourt
5642_01,1,Destination
5642_02,1,Cabin
5643_02,1,Name
5646_01,1,Name
5647_03,1,FoodCourt
5673_01,1,ShoppingMall
5684_01,1,HomePlanet
5686_01,1,Cabin
5698_02,1,Name
5701_01,1,Age
5704_01,1,ShoppingMall
5706_02,1,VRDeck
5711_01,1,RoomService
5714_03,1,VIP
5714_05,1,Age
5726_01,1,ShoppingMall
5733_02,1,Destination
5735_01,1,Age
5746_01,1,FoodCourt
5751_01,1,Name
5756_05,1,Spa
5756_07,1,Cabin
5763_02,1,RoomService
5771_01,1,VRDeck
5779_01,1,Spa
5780_01,1,ShoppingMall
5791_01,1,Destination
5796_01,1,ShoppingMall
5799_01,1,HomePlanet
5800_01,1,Destination
5808_03,1,ShoppingMall
5810_02,1,HomePlanet
5814_07,1,Destination
5818_01,1,Destination
5820_01,1,CryoSleep
5826_01,1,HomePlanet
5831_01,1,Cabin
5834_01,1,Destination
5837_01,1,VRDeck
5844_01,1,VIP
5848_01,1,Destination
5855_01,1,CryoSleep
5856_01,1,Age
5857_01,1,Age
5859_01,1,Destination
5867_01,1,RoomService
5877_01,1,VRDeck
5885_01,1,VIP
5886_01,1,ShoppingMall
5887_02,1,Destination
5900_01,1,FoodCourt
5900_03,1,VIP
5906_01,1,Destination
5916_01,1,Destination
5927_02,1,Destination
5927_04,1,CryoSleep
5934_01,1,ShoppingMall
5938_01,1,VRDeck
5938_02,1,Age
5939_01,1,HomePlanet
5950_01,1,RoomService
5951_01,1,VRDeck
5952_01,1,CryoSleep
5956_01,1,VIP
5967_01,1,RoomService
5968_01,1,Age
5969_02,1,Spa
5970_01,1,Name
5973_01,1,Name
5977_03,1,Age
5980_01,1,FoodCourt
5981_02,1,HomePlanet
5986_01,1,CryoSleep
5987_01,1,VRDeck
5994_01,1,VIP
6000_01,1,Cabin
6001_01,1,VIP
6008_01,1,VIP
6019_01,1,Age
6020_05,1,Spa
6020_07,1,VRDeck
6022_01,1,Name
6024_01,1,FoodCourt
6028_04,1,Cabin
6030_02,1,Age
6030_05,1,ShoppingMall
6030_07,1,FoodCourt
6032_02,1,HomePlanet
6036_02,1,HomePlanet
6039_02,1,Destination
6049_01,1,Name
6054_01,1,VIP
6055_03,1,ShoppingMall
6065_01,1,HomePlanet
6066_03,1,CryoSleep
6076_01,1,CryoSleep
6077_01,1,FoodCourt
6080_01,1,Spa
6092_01,1,VIP
6105_01,1,VIP
6109_01,1,Spa
6109_02,1,FoodCourt
6111_01,1,FoodCourt
6111_03,1,Cabin
6112_01,1,VIP
6116_01,1,CryoSleep
6120_01,1,Spa
6121_01,1,VIP
6121_02,1,VIP
6123_01,1,Age
6132_01,1,ShoppingMall
6138_01,1,Age
6139_03,1,ShoppingMall
6143_01,1,Age
6148_02,1,Age
6149_01,1,CryoSleep
6152_01,1,FoodCourt
6156_01,1,VIP
6169_01,1,VIP
6174_03,1,Age
6179_01,1,FoodCourt
6182_01,1,FoodCourt
6191_02,1,Age
6194_01,1,Name
6199_01,1,ShoppingMall
6199_02,1,VIP
6207_02,1,RoomService
6211_01,1,ShoppingMall
6213_01,1,VIP
6219_01,1,VRDeck
6227_01,1,VRDeck
6234_01,1,VRDeck
6241_01,1,Destination
6250_01,1,RoomService
6262_02,1,HomePlanet
6263_02,1,HomePlanet
6277_01,1,Spa
6283_02,1,Age
6285_01,1,CryoSleep
6301_01,1,FoodCourt
6302_03,1,ShoppingMall
6302_04,1,Cabin
6302_06,1,VRDeck
6302_07,1,Age
6309_02,1,CryoSleep
6309_03,1,VIP
6309_05,1,VRDeck
6313_02,1,HomePlanet
6315_01,1,FoodCourt
6317_01,1,Spa
6321_03,1,Age
6324_01,1,Destination
6324_02,1,CryoSleep
6328_01,1,RoomService
6339_01,1,HomePlanet
6353_01,1,Name
6356_01,1,HomePlanet
6360_01,1,VIP
6363_01,1,Cabin
6363_02,1,HomePlanet
6363_03,1,Spa
6363_04,1,ShoppingMall
6363_05,1,FoodCourt
6366_01,1,Spa
6372_04,1,RoomService
6374_01,1,HomePlanet
6385_01,1,Cabin
6390_01,1,RoomService
6396_01,1,Spa
6402_05,1,HomePlanet
6404_01,1,Spa
6405_01,1,HomePlanet
6406_01,1,Cabin
6407_01,1,Name
6416_01,1,Cabin
6421_02,1,Cabin
6424_01,1,RoomService
6428_01,1,RoomService
6431_01,1,Spa
6433_02,1,Name
6434_01,1,Name
6444_01,1,CryoSleep
6447_01,1,Name
6452_01,1,Name
6452_02,1,RoomService
6454_01,1,VRDeck
6456_01,1,CryoSleep
6457_01,1,RoomService
6462_01,1,Name
6475_01,1,VRDeck
6490_04,1,HomePlanet
6502_01,1,VIP
6520_01,1,Destination
6525_01,1,CryoSleep
6531_01,1,VRDeck
6545_01,1,Age
6549_02,1,VIP
6552_01,1,HomePlanet
6561_02,1,HomePlanet
6567_02,1,FoodCourt
6568_01,1,FoodCourt
6569_01,1,FoodCourt
6585_02,1,CryoSleep
6593_01,1,Age
6599_01,1,FoodCourt
6609_01,1,Name
6620_01,1,Spa
6622_02,1,VRDeck
6628_01,1,Name
6631_01,1,CryoSleep
6649_01,1,RoomService
6652_01,1,Cabin
6654_02,1,Name
6654_03,1,ShoppingMall
6656_01,1,VRDeck
6659_01,1,CryoSleep
6662_02,1,CryoSleep
6668_01,1,Name
6671_01,1,ShoppingMall
6671_02,1,ShoppingMall
6674_02,1,RoomService
6674_03,1,CryoSleep
6675_01,1,CryoSleep
6675_02,1,Name
6680_01,1,RoomService
6691_01,1,VRDeck
6694_01,1,ShoppingMall
6697_01,1,Destination
6708_06,1,VRDeck
6709_01,1,VRDeck
6711_01,1,RoomService
6718_03,1,Age
6721_01,1,CryoSleep
6727_01,1,Spa
6736_01,1,Destination
6744_04,1,FoodCourt
6747_01,1,RoomService
6748_01,1,Spa
6748_02,1,VRDeck
6748_04,1,ShoppingMall
6766_02,1,VIP
6773_01,1,Spa
6774_01,1,ShoppingMall
6775_01,1,Name
6779_02,1,RoomService
6780_02,1,Spa
6782_01,1,RoomService
6787_02,1,CryoSleep
6808_01,1,FoodCourt
6810_04,1,HomePlanet
6816_02,1,VIP
6820_01,1,RoomService
6824_01,1,RoomService
6825_01,1,Destination
6825_02,1,Name
6827_04,1,CryoSleep
6831_01,1,Age
6833_01,1,Destination
6834_01,1,VRDeck
6841_01,1,RoomService
6843_01,1,FoodCourt
6858_04,1,Destination
6864_02,1,VIP
6865_01,1,VIP
6871_01,1,VRDeck
6885_01,1,RoomService
6889_01,1,Destination
6892_01,1,CryoSleep
6894_01,1,Name
6894_03,1,VIP
6896_01,1,Age
6898_01,1,Cabin
6899_02,1,CryoSleep
6913_02,1,Destination
6921_02,1,Spa
6926_01,1,HomePlanet
6934_02,1,VRDeck
6945_01,1,Age
6951_02,1,Age
6954_01,1,VIP
6954_02,1,HomePlanet
6968_02,1,FoodCourt
6970_02,1,Destination
6971_01,1,VRDeck
6972_01,1,HomePlanet
6976_01,1,FoodCourt
6980_01,1,HomePlanet
6984_01,1,Spa
6985_01,1,HomePlanet
6987_01,1,Age
6988_01,1,VIP
6990_01,1,Cabin
6991_02,1,VRDeck
6992_02,1,VIP
7004_01,1,RoomService
7006_01,1,HomePlanet
7007_02,1,Age
7010_01,1,Destination
7010_02,1,Name
7020_01,1,Age
7027_01,1,VIP
7028_02,1,FoodCourt
7032_01,1,VIP
7034_01,1,Age
7039_01,1,FoodCourt
7042_01,1,ShoppingMall
7052_01,1,CryoSleep
7058_01,1,ShoppingMall
7060_01,1,FoodCourt
7069_01,1,Name
7069_02,1,Age
7072_01,1,VRDeck
7073_01,1,VRDeck
7074_02,1,FoodCourt
7083_02,1,CryoSleep
7090_01,1,Spa
7099_01,1,FoodCourt
7104_01,1,HomePlanet
7104_02,1,VIP
7105_01,1,HomePlanet
7126_01,1,Destination
7127_01,1,Age
7127_02,1,ShoppingMall
7142_03,1,Age
7156_02,1,Age
7157_01,1,Cabin
7162_01,1,CryoSleep
7168_01,1,Age
7177_01,1,VIP
7181_01,1,ShoppingMall
7182_01,1,Cabin
7186_02,1,CryoSleep
7190_01,1,Spa
7194_01,1,Destination
7197_01,1,Spa
7199_01,1,Spa
7205_01,1,Age
7214_01,1,CryoSleep
7218_01,1,Destination
7219_04,1,Cabin
7224_01,1,VIP
7235_01,1,Destination
7236_01,1,Cabin
7238_01,1,Destination
7249_01,1,HomePlanet
7257_02,1,Age
7258_01,1,Name
7271_01,1,Name
7277_01,1,ShoppingMall
7278_01,1,RoomService
7283_01,1,CryoSleep
7284_01,1,RoomService
7290_02,1,Name
7290_03,1,Age
7292_01,1,RoomService
7297_01,1,Name
7298_01,1,CryoSleep
7304_01,1,VIP
7310_01,1,CryoSleep
7321_01,1,FoodCourt
7322_01,1,VIP
7323_01,1,Spa
7330_01,1,HomePlanet
7334_01,1,VRDeck
7336_01,1,HomePlanet
7336_02,1,HomePlanet
7339_01,1,Destination
7346_01,1,VRDeck
7350_01,1,FoodCourt
7351_01,1,Spa
7353_03,1,Cabin
7356_02,1,Spa
7361_01,1,VIP
7374_01,1,FoodCourt
7391_01,1,Spa
7393_01,1,Destination
7398_01,1,VIP
7402_01,1,CryoSleep
7408_01,1,FoodCourt
7416_01,1,VIP
7419_01,1,Destination
7425_01,1,VRDeck
7427_01,1,CryoSleep
7429_01,1,Cabin
7431_01,1,RoomService
7436_01,1,CryoSleep
7442_01,1,Spa
7442_02,1,Cabin
7444_01,1,ShoppingMall
7447_01,1,RoomService
7452_03,1,Spa
7478_01,1,Destination
7485_01,1,Cabin
7488_02,1,VIP
7490_01,1,Spa
7500_01,1,HomePlanet
7503_01,1,RoomService
7504_01,1,Name
7508_01,1,Spa
7513_01,1,CryoSleep
7515_01,1,VRDeck
7515_02,1,ShoppingMall
7531_01,1,Age
7538_02,1,VRDeck
7545_01,1,Age
7560_01,1,CryoSleep
7561_01,1,Name
7563_01,1,Name
7565_02,1,ShoppingMall
7576_02,1,Spa
7584_03,1,HomePlanet
7585_02,1,VIP
7596_02,1,Name
7599_01,1,Name
7604_02,1,CryoSleep
7620_01,1,Destination
7633_01,1,HomePlanet
7634_01,1,Destination
7639_01,1,Spa
7665_01,1,Destination
7669_01,1,RoomService
7678_02,1,FoodCourt
7689_01,1,Destination
7690_01,1,CryoSleep
7694_01,1,ShoppingMall
7697_01,1,CryoSleep
7705_01,1,FoodCourt
7707_01,1,Destination
7709_02,1,FoodCourt
7747_01,1,VRDeck
7753_01,1,Age
7763_01,1,VIP
7771_01,1,FoodCourt
7776_01,1,Destination
7787_01,1,Spa
7787_02,1,Cabin
7789_01,1,RoomService
7790_01,1,HomePlanet
7793_01,1,HomePlanet
7800_01,1,ShoppingMall
7808_01,1,Spa
7809_01,1,ShoppingMall
7809_02,1,VRDeck
7810_01,1,VIP
7816_01,1,CryoSleep
7821_01,1,HomePlanet
7830_03,1,FoodCourt
7830_04,1,HomePlanet
7831_01,1,Name
7843_01,1,Cabin
7853_01,1,HomePlanet
7856_01,1,VIP
7859_01,1,HomePlanet
7861_01,1,VIP
7871_01,1,Cabin
7872_01,1,CryoSleep
7873_01,1,HomePlanet
7881_01,1,FoodCourt
7890_03,1,Cabin
7897_01,1,VIP
7902_01,1,CryoSleep
7904_01,1,Cabin
7905_02,1,Spa
7905_03,1,VIP
7910_01,1,Destination
7913_01,1,Age
7926_01,1,ShoppingMall
7930_01,1,Cabin
7936_02,1,Age
7936_03,1,ShoppingMall
7949_01,1,CryoSleep
7952_01,1,Destination
7960_01,1,ShoppingMall
7967_01,1,Spa
7972_02,1,RoomService
7973_01,1,HomePlanet
7974_02,1,Age
7982_01,1,Name
7983_01,1,Cabin
7985_01,1,VIP
7995_01,1,Cabin
8000_01,1,ShoppingMall
8010_01,1,Name
8030_01,1,RoomService
8032_02,1,Destination
8034_02,1,Destination
8038_01,1,Age
8042_01,1,HomePlanet
8043_02,1,VIP
8050_02,1,Cabin
8054_01,1,RoomService
8059_01,1,HomePlanet
8063_01,1,RoomService
8064_01,1,Cabin
8067_01,1,ShoppingMall
8076_01,1,ShoppingMall
8078_01,1,VRDeck
8084_01,1,RoomService
8085_01,1,Spa
8086_01,1,ShoppingMall
8088_02,1,VRDeck
8092_02,1,FoodCourt
8097_01,1,ShoppingMall
8098_03,1,FoodCourt
8117_03,1,VIP
8119_02,1,CryoSleep
8119_03,1,VIP
8121_01,1,ShoppingMall
8122_01,1,VRDeck
8129_01,1,Cabin
8147_02,1,Cabin
8150_01,1,ShoppingMall
8159_01,1,Destination
8165_01,1,Age
8168_01,1,ShoppingMall
8168_04,1,Age
8168_06,1,Spa
8177_01,1,FoodCourt
8186_03,1,VRDeck
8203_01,1,VRDeck
8205_01,1,CryoSleep
8211_01,1,RoomService
8219_01,1,CryoSleep
8225_01,1,Cabin
8247_01,1,Name
8251_01,1,Destination
8252_01,1,FoodCourt
8252_02,1,CryoSleep
8254_01,1,Age
8259_01,1,Age
8260_01,1,VIP
8276_01,1,CryoSleep
8279_01,1,VRDeck
8281_01,1,HomePlanet
8288_01,1,Age
8294_01,1,Name
8297_01,1,HomePlanet
8314_02,1,HomePlanet
8319_01,1,Spa
8322_02,1,HomePlanet
8326_01,1,Spa
8338_03,1,Spa
8339_01,1,ShoppingMall
8339_02,1,CryoSleep
8342_01,1,FoodCourt
8344_01,1,ShoppingMall
8346_01,1,Age
8348_01,1,FoodCourt
8360_02,1,FoodCourt
8366_04,1,Spa
8366_05,1,CryoSleep
8374_01,1,Cabin
8375_01,1,Cabin
8382_01,1,Name
8383_05,1,VIP
8388_01,1,Spa
8398_02,1,Destination
8404_01,1,Spa
8406_01,1,Spa
8431_02,1,CryoSleep
8437_01,1,Cabin
8448_01,1,VRDeck
8457_01,1,ShoppingMall
8470_01,1,CryoSleep
8474_01,1,CryoSleep
8479_01,1,VIP
8489_01,1,RoomService
8494_01,1,Spa
8503_02,1,Spa
8514_01,1,CryoSleep
8516_01,1,RoomService
8522_01,1,FoodCourt
8530_01,1,Age
8537_03,1,VIP
8539_01,1,Spa
8548_01,1,Name
8551_01,1,ShoppingMall
8561_01,1,ShoppingMall
8573_01,1,VIP
8574_05,1,VIP
8587_01,1,HomePlanet
8598_01,1,VIP
8598_03,1,Cabin
8602_02,1,VIP
8603_01,1,Cabin
8604_01,1,Destination
8605_02,1,Cabin
8605_03,1,VIP
8612_01,1,HomePlanet
8613_01,1,Name
8614_01,1,Name
8623_01,1,Cabin
8624_02,1,VIP
8633_01,1,VRDeck
8637_01,1,HomePlanet
8637_03,1,VIP
8640_01,1,Destination
8667_01,1,Spa
8673_01,1,Destination
8675_01,1,VIP
8680_01,1,RoomService
8687_01,1,FoodCourt
8688_01,1,Age
8704_01,1,VIP
8704_02,1,Destination
8710_01,1,VIP
8712_01,1,VIP
8719_03,1,CryoSleep
8728_01,1,CryoSleep
8728_07,1,Cabin
8729_02,1,RoomService
8733_01,1,Age
8734_01,1,RoomService
8736_02,1,RoomService
8743_01,1,CryoSleep
8754_01,1,FoodCourt
8760_01,1,Destination
8770_03,1,Cabin
8772_01,1,Name
8779_01,1,FoodCourt
8782_01,1,VRDeck
8783_01,1,Destination
8785_01,1,Spa
8787_01,1,Name
8796_03,1,RoomService
8813_01,1,Name
8816_01,1,VRDeck
8816_02,1,HomePlanet
8816_05,1,VIP
8828_01,1,VIP
8835_01,1,Age
8838_01,1,VIP
8843_01,1,RoomService
8848_01,1,HomePlanet
8860_02,1,HomePlanet
8860_04,1,VIP
8862_03,1,Age
8874_01,1,VIP
8883_01,1,HomePlanet
8889_01,1,HomePlanet
8920_01,1,VRDeck
8926_01,1,FoodCourt
8928_01,1,Spa
8938_01,1,HomePlanet
8940_01,1,Name
8944_01,1,RoomService
8944_02,1,CryoSleep
8945_01,1,RoomService
8945_02,1,VIP
8948_01,1,VIP
8956_02,1,Destination
8956_04,1,Age
8961_01,1,RoomService
8961_04,1,HomePlanet
8964_01,1,FoodCourt
8970_01,1,RoomService
8972_01,1,FoodCourt
8975_02,1,FoodCourt
8982_01,1,ShoppingMall
8986_01,1,VRDeck
8988_01,1,Age
8988_02,1,VRDeck
8988_04,1,ShoppingMall
8988_06,1,RoomService
8989_01,1,Name
8993_01,1,CryoSleep
8997_01,1,FoodCourt
8998_02,1,RoomService
9003_01,1,VIP
9006_01,1,VIP
9012_01,1,Name
9021_01,1,ShoppingMall
9023_01,1,Name
9026_01,1,RoomService
9030_02,1,HomePlanet
9031_01,1,CryoSleep
9041_01,1,Spa
9043_01,1,HomePlanet
9057_01,1,Cabin
9069_03,1,Cabin
9072_01,1,HomePlanet
9073_02,1,ShoppingMall
9076_01,1,CryoSleep
9081_03,1,Cabin
9081_04,1,Name
9081_06,1,VIP
9084_01,1,HomePlanet
9085_01,1,Name
9101_01,1,RoomService
9112_01,1,RoomService
9116_01,1,FoodCourt
9122_01,1,VIP
9130_01,1,Destination
9132_01,1,Spa
9136_01,1,Age
9149_01,1,Spa
9151_01,1,Spa
9161_02,1,ShoppingMall
9170_01,1,CryoSleep
9179_03,1,ShoppingMall
9183_01,1,Name
9186_01,1,ShoppingMall
9193_01,1,CryoSleep
9195_02,1,Destination
9197_01,1,CryoSleep
9197_02,1,Destination
9205_02,1,Name
9205_03,1,VIP
9208_01,1,Name
9211_01,1,ShoppingMall
9218_01,1,Name
9220_03,1,ShoppingMall
9221_01,1,VRDeck
9222_01,1,Spa
9226_01,1,Destination
9227_05,1,CryoSleep
9230_01,1,Name
9233_01,1,Cabin
9247_01,1,VRDeck
9250_01,1,ShoppingMall
9257_01,1,HomePlanet
9274_01,1,HomePlanet
9275_03,1,CryoSleep
0001_01,0,NESSUNA
0002_01,0,NESSUNA
0003_01,0,NESSUNA
0003_02,0,NESSUNA
0004_01,0,NESSUNA
0005_01,0,NESSUNA
0006_01,0,NESSUNA
0007_01,0,NESSUNA
0008_01,0,NESSUNA
0008_03,0,NESSUNA
0009_01,0,NESSUNA
0010_01,0,NESSUNA
0011_01,0,NESSUNA
0015_01,0,NESSUNA
0016_01,0,NESSUNA
0017_01,0,NESSUNA
0017_02,0,NESSUNA
0020_01,0,NESSUNA
0020_02,0,NESSUNA
0020_04,0,NESSUNA
0020_06,0,NESSUNA
0025_01,0,NESSUNA
0026_01,0,NESSUNA
0028_01,0,NESSUNA
0030_01,0,NESSUNA
0031_01,0,NESSUNA
0031_02,0,NESSUNA
0034_01,0,NESSUNA
0035_01,0,NESSUNA
0038_01,0,NESSUNA
0041_01,0,NESSUNA
0043_01,0,NESSUNA
0044_01,0,NESSUNA
0044_02,0,NESSUNA
0044_03,0,NESSUNA
0045_01,0,NESSUNA
0051_01,0,NESSUNA
0053_01,0,NESSUNA
0056_01,0,NESSUNA
0056_02,0,NESSUNA
0056_03,0,NESSUNA
0058_01,0,NESSUNA
0061_01,0,NESSUNA
0062_01,0,NESSUNA
0066_01,0,NESSUNA
0067_01,0,NESSUNA
0067_02,0,NESSUNA
0067_03,0,NESSUNA
0070_01,0,NESSUNA
0071_01,0,NESSUNA
0072_01,0,NESSUNA
0073_01,0,NESSUNA
0074_01,0,NESSUNA
0076_01,0,NESSUNA
0077_01,0,NESSUNA
0078_01,0,NESSUNA
0081_01,0,NESSUNA
0082_01,0,NESSUNA
0082_02,0,NESSUNA
0084_01,0,NESSUNA
0085_01,0,NESSUNA
0086_01,0,NESSUNA
0088_01,0,NESSUNA
0090_01,0,NESSUNA
0091_02,0,NESSUNA
0092_01,0,NESSUNA
0092_03,0,NESSUNA
0097_01,0,NESSUNA
0098_01,0,NESSUNA
0098_02,0,NESSUNA
0099_01,0,NESSUNA
0102_01,0,NESSUNA
